Chinese,Pinyin,English,Book,Lesson,Section
那邊,nàbiān,"(N) over there, yonder",2,1,1
師大,Shīdà,NTNU (National Taiwan Normal University) Dàxué),2,1,1
和平東路,HépíngDōng Lù,Heping East Road,2,1,1
往前,wǎng qián,"forward, ahead",2,1,1
右轉,yòu zhuǎn,to turn right,2,1,1
聽起來,tīng qǐlái,"to sound, sound like",2,1,1
看見,kànjiàn,"to see, to have seen",2,1,1
下載,xiàzài,(V) to download,2,1,2
地圖,dìtú,(N) map,2,1,2
好用,hǎoyòng,"(Vs) easy to use, handy",2,1,2
著,zhe,(Ptc) a particle indicating progression or continuation of action,2,1,2
日用品,rìyòngpǐn,(N) articles of daily use,2,1,2
經過,jīngguò,(V) to go past,2,1,2
巷子,xiàngzi,(N) alley,2,1,2
餓,è,(Vs) hungry,2,1,2
一邊,yìbiān,"(Adv) indicates doing two things simultaneously, as, while",2,1,2
發現,fāxiàn,(Vpt) to discover,2,1,2
離,lí,(Prep) (away) from,2,1,2
背包,bēibāo,(N) backpack,2,1,2
正好,zhènghǎo,"(Adv) just, happen to",2,1,2
最後,zuìhòu,"(Adv) in the end, finally",2,1,2
枝,zhī,(M) measure word for pens,2,1,2
筆,bǐ,(N) pen,2,1,2
本,běn,(M) measure word for books,2,1,2
本子,běnzi,(N) notebook,2,1,2
左轉,zuǒ zhuǎn,to turn left,2,1,2
師大路上,Shīdà Lù shàng,on Shida Road,2,1,2
麵店,miàn diàn,noodle shop,2,1,2
還是,háishì,"(Adv) should probably, alternatively, had better",2,2,1
早,zǎo,(Vs) Good morning,2,2,1
約,yuē,(V) to invite someone to do something at a specific time,2,2,1
對面,duìmiàn,"(N) on the other side of (something), opposite",2,2,1
直接,zhíjiē,(Adv) directly,2,2,1
不必,búbì,"(Vaux) no need to, not necessary to",2,2,1
換,huàn,(V) to transfer (transportation),2,2,1
車站,chēzhàn,"(N) bus station, train station",2,2,1
麻煩,máfán,(Vs) troublesome,2,2,1
趕快,gǎnkuài,(Adv) right away; quickly (indicating urgency),2,2,1
走,zǒu,"(Vp) to leave, to bid farewell",2,2,1
班次,bāncì,"(N) number of scheduled runs (of trains, flights, boats, buses)",2,2,1
禮拜,lǐbài,(N) week,2,2,1
見,jiàn,(V) to see,2,2,1
電腦展,diànnǎo zhǎn,computer show,2,2,1
世貿展覽館,Shìmào Zhǎnlǎn Guǎn,World Trade Center Exhibition Hall,2,2,1
展覽館,zhǎnlǎn guǎn,exhibition hall,2,2,1
台北,Táiběi,Taipei,2,2,1
別急,bié jí,No need to hurry. Take your time,2,2,1
飛機,fēijī,(N) airplane,2,2,2
轉機,zhuǎn jī,(V-sep) to transfer (flights),2,2,2
機場,jīchǎng,(N) airport,2,2,2
巴士,bāshì,(N) bus,2,2,2
市區,shìqū,(N) downtown,2,2,2
下,xià,"(V) to get off, alight, disembark",2,2,2
交通,jiāotōng,(N) transportation,2,2,2
便利,biànlì,"(Vs) convenient, handy",2,2,2
到處,dàochù,(Adv) everywhere,2,2,2
路線,lùxiàn,(N) route,2,2,2
複雜,fùzá,yes,2,2,2
輕鬆,qīngsōng,(Vs) with ease,2,2,2
東部,dōngbù,(N) eastern part,2,2,2
海邊,hǎibiān,(N) seaside,2,2,2
島,dǎo,(N) island,2,2,2
搭,dā,"(V) to take (bus, boat, plane, taxi, etc.)",2,2,2
船,chuán,"(N) boat, ship",2,2,2
地,de,(Ptc) adverbial particle,2,2,2
美美,Měiměi,"Meimei, name of a girl",2,2,2
法國,Fǎguó,France,2,2,2
歐洲,Ōuzhōu,Europe,2,2,2
悠遊卡,yōuyóukǎ,EasyCard (MRT pass),2,2,2
綠島,Lǜdǎo,"Green Island, to the southeast of the main island",2,2,2
東南邊,dōngnán biān,the southeast side of,2,2,2
好好地,hǎohǎo de,to do something properly,2,2,2
進步,jìnbù,"(Vp) to make improvement, to progress",2,3,1
早,zǎo,(Vs) early,2,3,1
考試,kǎoshì,"(N) a test, examination",2,3,1
準備,zhǔnbèi,"(V) to prepare, to get ready",2,3,1
考,kǎo,(V) to take a test,2,3,1
聽寫,tīngxiě,(N) dictation,2,3,1
容易,róngyì,(Vs) easy,2,3,1
小學,xiǎoxué,(N) elementary school,2,3,1
漢字,hànzì,(N) Chinese characters,2,3,1
高中,gāozhōng,(N) senior high school,2,3,1
過,guò,(Ptc) a particle indicating experience,2,3,1
才,cái,"(Adv) just, only",2,3,1
說話,shuōhuà,(V-sep) to speak,2,3,1
不夠,bú gòu,"(Adv) not quite, not enough",2,3,1
流利,liúlì,(Vs) fluent,2,3,1
雖然,suīrán,(Conj) although,2,3,1
環境,huánjìng,"(N) environment, surroundings",2,3,1
同意,tóngyì,(Vst) to agree with,2,3,1
報紙,bàozhǐ,(N) newspapers,2,3,1
麵包,miànbāo,(N) bread,2,3,1
演講,yǎnjiǎng,"(N) a speech, a public lecture",2,3,1
噢,òu,(Ptc) Oh,2,3,1
活動中心,huódòng zhōngxīn,activity center,2,3,1
想起來,xiǎng qǐlái,to have remembered,2,3,1
選,xuǎn,(V) to select,2,3,2
作業,zuòyè,"(N) homework, assignment",2,3,2
練習,liànxí,(V) to practice,2,3,2
半夜,bànyè,"(N) middle of the night, late at night",2,3,2
高興,gāoxìng,"(Vs) glad, pleased",2,3,2
平常,píngcháng,(Adv) usually,2,3,2
爬山,páshān,(V-sep) to go hiking,2,3,2
認識,rènshì,(Vpt) to get to know someone,2,3,2
聊天,liáotiān,(V-sep) to have a chat,2,3,2
文化,wénhuà,(N) culture,2,3,2
廣告,guǎnggào,"(N) advertisement, commercial",2,3,2
位,wèi,(M) measure word for people (polite form),2,3,2
了解,liǎojiě,(Vst) to understand,2,3,2
生活,shēnghuó,(N) life,2,3,2
陽明山,Yángmíng Shān,Yangming Mountain,2,3,2
外國人,wàiguó rén,foreigner,2,3,2
一些,yìxiē,"a little bit of, some, a fair amount of",2,3,2
高美玲,Gāo Měilíng,"Gao Meiling, a woman from France",2,4,1
打工,dǎgōng,(V-sep) to work part-time,2,4,1
主任,zhǔrèn,(N) director,2,4,1
介紹,jièshào,(V) to introduce,2,4,1
歲,suì,(M) years of age,2,4,1
語言學,yǔyánxué,(N) linguistics,2,4,1
經驗,jīngyàn,(N) experience,2,4,1
談,tán,"(V) to talk over, to talk about , to discuss",2,4,1
當,dāng,(V) to serve as,2,4,1
助教,zhùjiào,(N) teaching assistant,2,4,1
上午,shàngwǔ,(N) morning,2,4,1
除了,chúle,"(Prep) except for, other than",2,4,1
年級,niánjí,(N) grade (year in school),2,4,1
暑假,shǔjià,(N) summer vacation,2,4,1
請教,qǐngjiào,"(V) to ask, to inquire (polite form)",2,4,1
貴,guì,(Vs-attr) your (honorable),2,4,1
薪水,xīnshuǐ,(N) pay,2,4,1
算,suàn,(V) to calculate,2,4,1
按照,ànzhào,"(Prep) based on, in accordance with",2,4,1
教授,jiàoshòu,(N) professor,2,4,1
鐘點費,zhōngdiǎn fèi,(N) hourly pay,2,4,1
份,fèn,(M) measure word for job,2,4,1
法文,Fǎwén,French language,2,4,1
亞洲,Yàzhōu,Asia,2,4,1
西班牙語,Xībānyá yǔ,Spanish language,2,4,1
英文,Yīngwén,English language,2,4,1
三年級,sān niánjí,grade three (school or university),2,4,1
法律,fǎlǜ,(N) law,2,4,2
夠,gòu,(Vs-pred) enough,2,4,2
履歷表,lǚlìbiǎo,(N) resume,2,4,2
面談,miàntán,"(Vi, N) to have an interview, interview",2,4,2
華僑,Huáqiáo,(N) overseas Chinese,2,4,2
辦公室,bàngōngshì,(N) office,2,4,2
談話,tánhuà,(V-sep) to talk,2,4,2
情形,qíngxíng,(N) situation,2,4,2
適合,shìhé,(Vst) suitable for,2,4,2
說明,shuōmíng,(V) to explain,2,4,2
然後,ránhòu,"(Adv) afterwards, and then",2,4,2
月底,yuèdǐ,(N) the end of a month,2,4,2
發,fā,(V) to pay (wages),2,4,2
馬上,mǎshàng,(Adv) immediately,2,4,2
答應,dāyìng,(V) to accept,2,4,2
順利,shùnlì,"(Vs) to go, to proceed, smoothly",2,4,2
黃,Huáng,"a common Chinese family name, literally “yellow”",2,4,2
沒想到,méi xiǎngdào,"unexpectedly, didn't expect",2,4,2
喜酒,xǐjiǔ,"(N) wedding banquet, wedding reception",2,5,1
恭喜,gōngxǐ,(V) to congratulate,2,5,1
新娘,xīnniáng,(N) bride,2,5,1
參加,cānjiā,(V) to attend,2,5,1
婚禮,hūnlǐ,(N) wedding ceremony,2,5,1
西裝,xīzhuāng,(N) a (western) suit,2,5,1
正式,zhèngshì,(Vs) formal,2,5,1
客人,kèrén,(N) guest,2,5,1
手,shǒu,(N) hand,2,5,1
照相機,zhàoxiàngjī,(N) camera,2,5,1
新郎,xīnláng,(N) bridegroom,2,5,1
站,zhàn,(Vi) to stand,2,5,1
白,bái,(Vs) white,2,5,1
帥,shuài,"(Vs) handsome, good looking (of men)",2,5,1
禮服,lǐfú,(N) formal attire,2,5,1
座位,zuòwèi,(N) seat,2,5,1
看起來,kàn qǐlái,"to look, it appears to me",2,5,1
結婚,jiéhūn,(Vp-sep) to get married to,2,5,2
日子,rìzi,(N) day,2,5,2
親戚,qīnqī,(N) relatives,2,5,2
熱鬧,rènào,"(Vs) to be boisterous, lively",2,5,2
慶祝,qìngzhù,(V) to celebrate,2,5,2
件,jiàn,(M) measure word for clothing,2,5,2
喜事,xǐshì,"(N) an auspicious occasion, such as a wedding",2,5,2
請客,qǐngkè,"(V-sep) to host a banquet, treat somebody to a meal",2,5,2
紅包,hóngbāo,(N) red envelope with cash gift,2,5,2
送,sòng,"(V) to give a gift, to send off, to see off",2,5,2
新人,xīnrén,(N) newlyweds (used only at a wedding),2,5,2
喜宴,xǐyàn,"(N) wedding banquet, wedding reception",2,5,2
敬酒,jìngjiǔ,(V-sep) to make a toast (alcoholic drinks),2,5,2
大人,dàrén,(N) adult,2,5,2
小孩,xiǎohái,"(N) child, children",2,5,2
不得了,bùdéliǎo,(Vs) very; extremely; indicates severity,2,5,2
另外,lìngwài,(Det) another,2,5,2
糖,táng,(N) candies,2,5,2
離開,líkāi,"(Vp) to depart, to leave",2,5,2
句,jù,(M) measure word for utterances,2,5,2
祝福,zhùfú,(V) to give blessings to,2,5,2
話,huà,"(N) utterance, word",2,5,2
一會兒,yìhuǐr,in a moment,2,5,2
有說有笑,yǒushuō yǒuxiào,laughing and joking,2,5,2
有吃有喝,yǒuchī yǒuhē,an availability of food and drink,2,5,2
百年好合,bǎiniánhǎohé,,2,5,2
早生貴子,zǎoshēngguìzǐ,,2,5,2
李東健,Lǐ Dōngjiàn,"Li Dongjian, a man from Seoul",2,6,1
搬,bān,(V) to move to,2,6,1
河邊,hé biān,(N) riverside,2,6,1
公園,gōngyuán,(N) park,2,6,1
腳踏車,jiǎotàchē,(N) bicycle,2,6,1
正在,zhèngzài,"(Adv) right in the middle of, currently engaged in",2,6,1
網站,wǎngzhàn,(N) website,2,6,1
資料,zīliào,(N) information,2,6,1
搬家,bān jiā,(V-sep) to move (home),2,6,1
近,jìn,"(Vs) near, close by",2,6,1
合約,héyuē,"(N) contract, agreement",2,6,1
到期,dàoqí,(Vp) to expire,2,6,1
還好,háihǎo,(Adv) fortunately,2,6,1
光線,guāngxiàn,(N) natural lighting,2,6,1
重要,zhòngyào,(Vs) important,2,6,1
如果,rúguǒ,(Conj) if,2,6,1
別的,biéde,(Det) other,2,6,1
合適,héshì,(Vs) suitable,2,6,1
少,shǎo,(Vpt) to lack,2,6,1
可惜,kěxí,"(Vs) to be a shame, a pity",2,6,1
放,fàng,"(V) to store, to leave at a place",2,6,1
兩邊,liǎngbiān,(N) both places,2,6,1
願意,yuànyì,(Vaux) to be willing to,2,6,1
開,kāi,(V) to drive,2,6,1
存,cún,(V) to save,2,6,1
隨身碟,suíshēndié,(N) flash drive,2,6,1
什麼樣,shénmeyàng,what kind of,2,6,1
慢慢來,mànmàn lái,take your time,2,6,1
不急,bùjí,"Don't rush, no hurry",2,6,1
相當,xiāngdāng,(Adv) fairly,2,6,2
自行車,zìxíngchē,(N) bicycle,2,6,2
床,chuáng,(N) bed,2,6,2
桌子,zhuōzi,"(N) desk, table",2,6,2
椅子,yǐzi,(N) chair,2,6,2
家具,jiājù,(N) furniture,2,6,2
而且,érqiě,(Conj) also,2,6,2
吵,chǎo,(Vs) noisy,2,6,2
生活費,shēnghuófèi,(N) living expenses,2,6,2
低,dī,(Vs) low,2,6,2
留,liú,"(Vi, V) to stay / to leave behind",2,6,2
長,cháng,(Vs) long,2,6,2
討論,tǎolùn,"(V) to have a discussion over, to go over with",2,6,2
社團,shètuán,"(N) club, association",2,6,2
活動,huódòng,(N) activity,2,6,2
失望,shīwàng,(Vs) to be disappointed,2,6,2
放心,fàngxīn,"(Vs-sep) not to worry, to rest assured",2,6,2
用,yòng,(V) to use,2,6,2
首爾,Shǒu'ěr,Seoul,2,6,2
垃圾,lèsè,(N) garbage,2,7,1
倒,dào,(V) to throw out (garbage),2,7,1
丟,diū,"(V) to throw, to throw away (garbage)",2,7,1
收,shōu,(V) to collect,2,7,1
以為,yǐwéi,(Vst) to assume wrongly,2,7,1
回收,huíshōu,(V) to recycle,2,7,1
規定,guīdìng,"(N) rules, regulation",2,7,1
要不然,yàobùrán,(Conj) otherwise,2,7,1
皮包,píbāo,(N) purse,2,7,1
跑,pǎo,(Vi) to run,2,7,1
追,zhuī,"(V) to run after, to chase",2,7,1
有趣,yǒuqù,(Vs) interesting,2,7,1
不壞,bú huài,(Vs) not too bad,2,7,1
天天,tiāntiān,everyday,2,7,1
汽水罐,qìshuǐ guàn,soda can,2,7,1
紙杯,zhǐbēi,paper cup,2,7,1
放下,fàngxià,put down,2,7,1
走出來,zǒu chūlái,to walk out of,2,7,1
怎麼辦,zěnmebàn,What now?,2,7,1
聊,liáo,(V) to chat (about),2,7,2
忽然,hūrán,(Adv) suddenly,2,7,2
聲音,shēngyīn,(N) sound,2,7,2
奇怪,qíguài,"(Vs) strange, odd",2,7,2
袋子,dàizi,(N) bag,2,7,2
輛,liàng,(M) measure word for vehicles,2,7,2
一定,yídìng,"(Vs-attr) fixed, set, at a certain",2,7,2
地點,dìdiǎn,(N) location,2,7,2
為了,wèile,"(Prep) to, for the sake of",2,7,2
保護,bǎohù,(V) to protect,2,7,2
分類,fēnlèi,(N) classification,2,7,2
利用,lìyòng,(V) to make use of,2,7,2
紙,zhǐ,(N) paper,2,7,2
瓶子,píngzi,(N) bottle,2,7,2
塑膠,sùjiāo,(N) plastic,2,7,2
資源,zīyuán,(N) resource,2,7,2
回收桶,huíshōutǒng,(N) recycling bin,2,7,2
城市,chéngshì,(N) city,2,7,2
聽見,tīngjiàn,"to hear, to have heard",2,7,2
開過來,kāi guòlái,to drive over,2,7,2
走過去,zǒu guòqù,to walk over,2,7,2
丟進去,diū jìnqù,to throw into,2,7,2
路上,lùshàng,on the street,2,7,2
功夫,gōngfū,"(N) kungfu, martial arts",2,8,1
叫,jiào,(V) to call (for someone's attention),2,8,1
見,jiàn,(Ptc) accomplishment complete (in perception),2,8,1
推,tuī,(V) to push,2,8,1
體育館,tǐyùguǎn,(N) gym,2,8,1
太極拳,tàijíquán,"(N) Tai Chi, shadow boxing",2,8,1
師父,shīfù,(N) (kungfu or other skill) master,2,8,1
天分,tiānfèn,"(N) gift, talent",2,8,1
懂,dǒng,"(Vpt) to understand, to comprehend",2,8,1
起來,qǐlái,(Vp) to wake up,2,8,1
動作,dòngzuò,(N) movement,2,8,1
輕,qīng,"(Vs) light, effortless, gentle",2,8,1
腿,tuǐ,(N) leg,2,8,1
了,liǎo,(Ptc) capability complement,2,8,1
下去,xiàqù,(Ptc) a temporal particle meaning to continue with an action,2,8,1
興趣,xìngqù,(N) interest,2,8,1
借,jiè,(V) to borrow,2,8,1
有天分,yǒu tiānfèn,"to be gifted, talented",2,8,1
學會,xuéhuì,"to learn, to master",2,8,1
起不來,qǐ bù lái,can't get up (from bed),2,8,1
走不了路,zǒubù liǎo lù,can't walk,2,8,1
好處,hǎochù,(N) benefit,2,8,2
抱怨,bàoyuàn,(Vi) to complain,2,8,2
公尺,gōngchǐ,(N) meter,2,8,2
總是,zǒngshì,"(Adv) always, invariably",2,8,2
完,wán,"(Ptc) phase marker for ‘completion', to finish",2,8,2
體力,tǐlì,(N) physical strength,2,8,2
整天,zhěngtiān,(N) an entire day,2,8,2
精神,jīngshén,"(N) spirit, energy",2,8,2
本來,běnlái,(Adv) originally,2,8,2
可能,kěnéng,"(Vaux) maybe, probably",2,8,2
回,huí,(V) to return to,2,8,2
影響,yǐngxiǎng,"(V) to influence, to interfere with",2,8,2
身體,shēntǐ,(N) body,2,8,2
練,liàn,"(N) to practice, to train, to drill",2,8,2
想起,xiǎngqǐ,to recall,2,8,2
春假,chūnjià,(N) spring break,2,9,1
好,hǎo,"(Ptc) As a resultative particle, it indicates a proper completion of an action",2,9,1
到,dào,"(Ptc) As a resultative particle, it indicates a successful completion of an action",2,9,1
特色,tèsè,"(N) unique features, distinctive traits",2,9,1
夠,gòu,(Vs-pred) enough,2,9,1
顏色,yánsè,(N) color,2,9,1
廟,miào,(N) temple,2,9,1
像,xiàng,(Vst) similar to,2,9,1
教堂,jiàotáng,"(N) church, cathedral",2,9,1
南部,nánbù,(N) southern region,2,9,1
潛水,qiánshuǐ,"(V-sep) to dive (i.e., snorkel or scuba diving)",2,9,1
各,gè,(Det) various,2,9,1
魚,yú,(N) fish,2,9,1
酸,suān,"(Vs) sour, tart",2,9,1
檸檬,níngméng,"(N) lemon, lime",2,9,1
味道,wèidào,"(N) taste, flavor",2,9,1
泰國,Tàiguó,Thailand,2,9,1
比起來,bǐ qǐlái,compared to,2,9,1
極了,jí le,"absolutely, extremely",2,9,1
忘不了,wàng bù liǎo,unforgettable,2,9,1
鄉下,xiāngxià,(N) countryside,2,9,2
氣氛,qìfēn,(N) atmosphere,2,9,2
鎮,zhèn,(N) rural town,2,9,2
不同,bùtóng,(Vs) different,2,9,2
現代,xiàndài,(N) modern,2,9,2
公寓,gōngyù,(N) apartment,2,9,2
馬路,mǎlù,(N) street,2,9,2
寬,kuān,(Vs) wide,2,9,2
汽車,qìchē,(N) car,2,9,2
建築,jiànzhú,(N) buildings,2,9,2
老,lǎo,(Vs) old,2,9,2
層,céng,(M) measure word for floors and storeys,2,9,2
北部,běibù,(N) the north,2,9,2
熱情,rèqíng,"(Vs) hospitable, welcoming, warmhearted",2,9,2
擠,jǐ,(Vs) crowded,2,9,2
飲料,yǐnliào,"(N) drink, beverage",2,9,2
巴黎,Bālí,Paris,2,9,2
高雄市,Gāoxióng Shì,Kaohsiung City in southern Taiwan,2,9,2
中南部,zhōngnánbù,central and southern regions,2,9,2
買得起,mǎi de qǐ,"afford, affordable",2,9,2
百貨公司,bǎihuò gōngsī,department store,2,9,2
越來越,yuèláiyuè,"more and more, increasingly",2,9,2
馬丁,Mǎding,"Martin, a man from the UK",2,10,1
包,bāo,(V) to wrap,2,10,1
餃子,jiǎozi,(N) dumplings,2,10,1
脫,tuō,"(V) to remove, to take off (clothing)",2,10,1
鞋,xié,(N) shoes,2,10,1
關,guān,(V) to close,2,10,1
門,mén,(N) door,2,10,1
春捲,chūnjuǎn,(N) spring rolls,2,10,1
泡菜,pàocài,"(N) kimchi, pickled vegetables",2,10,1
飯廳,fàntīng,(N) dining room,2,10,1
下,xià,(Ptc) to have enough space to accommodate,2,10,1
洗,xǐ,(V) to wash,2,10,1
做菜,zuòcài,(V-sep) to cook,2,10,1
水餃,shuǐjiǎo,(N) dumplings (when boiled in water),2,10,1
煮,zhǔ,"(V) to cook, to boil",2,10,1
壞,huài,(Vp) to go bad,2,10,1
破,pò,"(Vp) to break, to split open",2,10,1
餡兒,xiànr,(N) filling,2,10,1
扁,biǎn,(Vs) flat,2,10,1
材料,cáiliào,(N) ingredients,2,10,1
道,dào,(M) measure word for dishes of food,2,10,1
飽,bǎo,"(Vs) to have eaten enough, to be full",2,10,1
光,guāng,"(Vp) to be finished, none left",2,10,1
鍋子,guōzi,"(N) pot, kettle, pan, wok",2,10,1
筷子,kuàizi,(N) chopsticks,2,10,1
碗,wǎn,(N) bowl,2,10,1
韓國,Hánguó,(South) Korea,2,10,1
看不出來,kànbùchūlái,,2,10,1
酸辣湯,suānlà tāng,hot and sour soup,2,10,1
學期,xuéqí,(N) semester,2,10,2
趁,chèn,"(Prep) while, take advantage of",2,10,2
皮,pí,"(N) skin, wraps",2,10,2
嚐,cháng,"(V) to savor, to taste",2,10,2
大白菜,dàbáicài,(N) Chinese cabbage,2,10,2
加,jiā,(V) to add,2,10,2
鹽,yán,(N) salt,2,10,2
拌,bàn,"(V) to stir, to mix",2,10,2
辣椒,làjiāo,(N) chili peppers,2,10,2
調味料,tiáowèiliào,(N) seasonings,2,10,2
裝,zhuāng,(V) to pack into,2,10,2
玻璃,bōlí,(N) glass,2,10,2
壽司,shòusī,(N) sushi,2,10,2
像,xiàng,(Vst) such as; like,2,10,2
食物,shíwù,(N) food,2,10,2
做起來,zuò qǐlái,"when undertaken, to do",2,10,2
其他,qítā,"(Det) other, the other, the remaining",2,11,1
假期,jiàqí,"(N) vacation, holiday",2,11,1
溫泉,wēnquán,(N) hot springs,2,11,1
建議,jiànyì,"(V) to suggest, to recommand",2,11,1
票,piào,(N) ticket,2,11,1
考慮,kǎolǜ,(V) to consider,2,11,1
順便,shùnbiàn,"(Adv) without making any extra effort, on the wa y, while doing something else, while one is at it",2,11,1
湖,hú,(N) lake,2,11,1
原住民,yuánzhùmín,(N) aborigines,2,11,1
趟,tàng,(M) measure word for a trip,2,11,1
後來,hòulái,(Adv) later,2,11,1
注意,zhùyì,(V) to pay attention to,2,11,1
沙灘,shātān,(N) beach,2,11,1
錢包,qiánbāo,"(N) wallet, purse",2,11,1
不見,bújiàn,"(Vp) to be lost, to disappear",2,11,1
被,bèi,(Ptc) a particle marking a passive sentence,2,11,1
偷,tōu,(V) to steal,2,11,1
安全,ānquán,(Vs) safe,2,11,1
值得,zhíde,"(Vs) worthwhile, worth",2,11,1
墾丁,Kěndīng,"Kenting, an area on the southern tip of Taiwan, famed for beaches and rain forest",2,11,1
台中,Táizhōng,"Taichung city, in central Taiwan",2,11,1
日月潭,Rìyuè Tán,"Sun Moon Lake, in central Taiwan",2,11,1
水上活動,shuǐshànghuódòng,"water activities, water recreation",2,11,1
風景區,fēngjǐngqū,scenic area,2,11,1
又,yòu,(Adv) then,2,11,2
遍,biàn,(M) measure word for number of times,2,11,2
民宿,mínsù,(N) Bed & Breakfast lodgings,2,11,2
運氣,yùnqì,(N) luck,2,11,2
摩托車,mótuōchē,(N) motorcycle,2,11,2
熱帶,rèdài,(N) tropical region,2,11,2
植物,zhíwù,(N) plants,2,11,2
所有,suǒyǒu,(Vs-attr) all,2,11,2
白天,báitiān,(N) in the daytime,2,11,2
躺,tǎng,(Vi) to lie down,2,11,2
黃昏,huánghūn,(N) dusk,2,11,2
條,tiáo,(M) measure word for street,2,11,2
街,jiē,(N) street,2,11,2
啤酒,píjiǔ,(N) beer,2,11,2
上,shàng,(Ptc) a verb particle indicating the coming into contact between two nouns,2,11,2
又,yòu,(Conj) and,2,11,2
浪漫,làngmàn,(Vs) romantic,2,11,2
家鄉,jiāxiāng,"(N) hometown, usually a village",2,11,2
觀光客,guānguāngkè,tourist,2,11,2
曬太陽,shài tàiyáng,to sunbathe,2,11,2
水上摩托車,shuǐshàng mótuōchē,jet skis,2,11,2
愛上,àishàng,to fall in love with,2,11,2
新,xīn,(Adv) newly,2,12,1
開,kāi,(V) to open (business),2,12,1
素食,sùshí,(N) vegetarian food,2,12,1
速食,sùshí,(N) fast food,2,12,1
錯,cuò,"(Vp) to be mistaken, wrong",2,12,1
肉,ròu,(N) meat,2,12,1
欸,èi,"(Ptc) an interjection particle, calling for attention",2,12,1
讓,ràng,"(V) to let, to make",2,12,1
吃素,chīsù,"(V-sep) to be a vegetarian, to eat vegetarian food",2,12,1
漢堡,hànbǎo,(N) hamburger,2,12,1
變,biàn,(Vp) to become,2,12,1
胖,pàng,(Vs) fat,2,12,1
素菜,sùcài,"(N) vegetarian food, dishes",2,12,1
油膩,yóunì,"(Vs) oily, greasy",2,12,1
樣,yàng,"(M) measure word for dishes, kinds",2,12,1
好奇,hàoqí,"(Vs) curious, to wonder",2,12,1
女孩,nǚhái,(N) girl,2,12,1
青菜,qīngcài,(N) vegetables,2,12,1
瘦,shòu,(Vs) thin,2,12,1
室友,shìyǒu,(N) roommate,2,12,1
